name,code,cooperative,district,sub_county,parish,village,contact_person,phone_number,is_vsla,created_at
Orib Cing Youth Group - Atece,629,Omot Farmers Cooperative Society ltd,Agago,Omot,Atece,Atece,,0788184426,,02-07-2023
Can Deg Ming Farmers group - Kal Central A,630,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Kal,Kal Central A,,0763819323,,02-07-2023
Acan Pe Nino farmers group - Lamincwida,631,APWOR - PURANGA PDM SACCO,Pader,Puranga,Laminocwida,Lamincwida,,0786513210,,02-07-2023
Cam Kwoki farmers group - Lamincwida,632,APWOR - PURANGA PDM SACCO,Pader,Puranga,Laminocwida,Lamincwida,,0776532040,,02-07-2023
Rwot Lakica farmers group - Barongera,633,LAMINAJIKO-PURANGA PDM SACCO,Pader,Puranga,Laminajiko,Barongera,,0785816909,,02-07-2023
Can mini diro farmers group - Apwor Kampala,634,LAMINAJIKO-PURANGA PDM SACCO,Pader,Puranga,Laminajiko,Apwor Kampala,,0788441525,,02-07-2023
Bed ijo farmers group - Olalango,635,Oculokori PDM Sacco ltd,Alebtong,Omoro,Oculokori,Olalango,,0789105573,,02-07-2023
Lacan Kwite farmers group - Oracing yacinto,636,LAMINAJIKO-PURANGA PDM SACCO,Pader,Puranga,Laminajiko,Oracing yacinto,,0785715848,,03-07-2023
Cam Badi farmers group - Omokngom B,637,LAMINAJIKO-PURANGA PDM SACCO,Pader,Puranga,Laminajiko,Omokngom B,,0774768695,,03-07-2023
Par Pi Diki farmers group - Orakul,638,LAMINAJIKO-PURANGA PDM SACCO,Pader,Puranga,Laminajiko,Orakul,,0785388900,,03-07-2023
Wanen itic farmers group - Tyer,639,Pader Shea butter cooperative,Pader,Pader,Tyer,Tyer,,0761538954,,03-07-2023
bed i gen farmers group - Odum B,640,APWOR - PURANGA PDM SACCO,Pader,Puranga,Odum,Odum B,,0773044679,,04-07-2023
Ribe aye teko farmers group - Akuna,641,Dano aye lonyo,Kitgum,Lagoro,Laber,Akuna,,0780191667,,04-07-2023
Ribe aye teko farmers group - Akuna,642,Dano aye lonyo,Kitgum,Lagoro,Laber,Akuna,,0780191667,,04-07-2023
Ryem Can Iworo farmers group - Bar agaba,643,APWOR - PURANGA PDM SACCO,Pader,Puranga,Odum,Bar agaba,,0774170883,,04-07-2023
Aringo Tili farmers group - Balakwa,644,Dano aye lonyo,Kitgum,Lalano,Balakwa,Balakwa,,0788218894,,04-07-2023
Friendship Women's group - Alam B,645,ABONGOWER PDM SACCO,Otuke,Okwang,Abongower,Alam B,,0788776398,,04-07-2023
Mak Kweri Vegetable farmers group - Balakwa,646,Dano aye lonyo,Kitgum,Lalano,Balakwa,Balakwa,,0775909809,,04-07-2023
Oryem Can mixed farmers group - Wiomal,647,Oret puranga PDM SACCO,Pader,Puranga,Oret,Wiomal,,0740952724,,04-07-2023
Amito Yele farmers group - Canberibedomot B,648,Oret puranga PDM SACCO,Pader,Puranga,Oret,Canberibedomot B,,0771071658,,04-07-2023
Gum Pe rom farmers group - Acwinyo B,649,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Acwinyo B,,0781882380,,05-07-2023
Atek ki Lwak farmers group - Laminocwida,650,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Laminocwida,,0774247516,,05-07-2023
Adag Kwo farmers group - Alepo B,651,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Alepo B,,0784651583,,05-07-2023
Otim icingwa farmers group - Alepo B,652,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Alepo B,,0770885612,,05-07-2023
Rwot Lakica farmers group - Kuluobia,653,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Acwinyo,,0784155410,,05-07-2023
Dwok Can Ipur farmers group - Kuluobia,654,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Kuluobia,,0772322428,,05-07-2023
Rubanga Mio farmers group - Alepo A,655,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Alepo A,,0776589397,,05-07-2023
Oyil Wa malo women's farmers group - Alepo A,656,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Alepo A,,0761813707,,05-07-2023
Can Kileyo farmers group - Omokngom,657,LAMINAJIKO-PURANGA PDM SACCO,Pader,Puranga,Laminajiko,Omokngom,,0788643355,,05-07-2023
ACAN KWO I LWETE FARMERS GROUP - KOMDEK LIT,658,APWOR - PURANGA PDM SACCO,Pader,Puranga,Oret,KOMDEK LIT,,0783441762,,05-07-2023
Noteber farmers group - Opidolobo,659,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Opidolobo,,0784993649,,05-07-2023
Odokomit Combined farmers group - Odokomit East,660,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Odokomit East,,0774455065,,05-07-2023
Pe ibal farmers group - Ogwangowula,661,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Ogwangowula,,0761064489,,05-07-2023
Par Pi Anyim Women's group - Odokomit East,662,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Odokomit East,,0777192181,,05-07-2023
Oyere womens group - oyere,663,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Abukamola,oyere,,0772708759,,05-07-2023
Noteber women group - Olalango,664,Oculokori PDM Sacco ltd,Alebtong,Omoro,Oculokori,Olalango,,0760007054,,05-07-2023
Olalango women group - Olalango,665,Oculokori PDM Sacco ltd,Alebtong,Omoro,Oculokori,Olalango,,0763366128,,05-07-2023
Ceng Oyela women's group - Barlegi A,666,ARWOTNGO PDM SACCO,Otuke,Okwang,Arwotngo,Barlegi A,,0764678400,,05-07-2023
Obangatwero produce dealers - Odokomit West,667,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Odokomit West,,0779487225,,05-07-2023
Tuteber farmers group - Amatolel,668,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Amatolel,,0787456308,,05-07-2023
Aluga East United farmers group - Aluga East,669,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Aluga East,,0772165402,,05-07-2023
Miicek farmers group - Iyer tekulu,670,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Iyer tekulu,,0784842190,,05-07-2023
Anyapo nen ikilo farmers group - Dogokee,671,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Dogokee,,0783914266,,05-07-2023
Lukee business community group - Odokomit West,672,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Odokomit West,,0786491430,,05-07-2023
Ber bedo farmers group - Amatolel,673,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Amatolel,,0787022683,,05-07-2023
Par pi Anyim wa farmers group - Iyermakatong,674,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Iyermakatong,,0780408160,,05-07-2023
Yesu En aye Rwot farmers group - Jinja,675,Agago District Farmers Association,Agago,Parabongo,Pacer,Jinja,,0785540296,,05-07-2023
Waneno Anyim farmers group - Dyangbi,676,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Dyangbi,,0783771045,,05-07-2023
Wakonye Ken wa savings and farmers group - Tyer,677,Pader Shea butter cooperative,Pader,Pader,Tyer,Tyer,,0781879762,,05-07-2023
Rwot Telo Yoo Savings & farmers group - Tyer,678,Pader Shea butter cooperative,Pader,Pader,Tyer,Tyer,,0784968488,,05-07-2023
Te Omeny VSLA group - Onuo,679,OGOWIE-IGWATA GCS LTD,Alebtong,Omoro,Baya,Onuo,,0775195066,,05-07-2023
Oryemo Atedo farmers group - Oryemo Atedo,680,OGOWIE-IGWATA GCS LTD,Alebtong,Omoro,Baya,Oryemo Atedo,,0761759702,,05-07-2023
Ted Wii vsla group - Oculokori,681,Oculokori PDM Sacco ltd,Alebtong,Omoro,Oculokori,Oculokori,,0779127907,,06-07-2023
Gen mitte vsla group - Atolo-puk,682,Oculokori PDM Sacco ltd,Alebtong,Omoro,Oculokori,Atolo-puk,,0392003118,,06-07-2023
Obanga Twero VSLA group - Adaganii,683,OGOWIE-IGWATA GCS LTD,Alebtong,Omoro,Baropiro,Adaganii,,0782566486,,06-07-2023
Lacan Makwo farmers group - Dyang Bii,684,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga East,Dyang Bii,,0762234281,,06-07-2023
Gum ber farmers group - Dyang Bii,685,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga East,Dyang Bii,,0776820441,,06-07-2023
Bless Motor spares VSLA group - Dyang Bii,686,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga East,Dyang Bii,,0779464053,,06-07-2023
Adag Ayela farmers group - Dyang Bii,687,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga East,Dyang Bii,,0779031815,,06-07-2023
Lubanga Lakony women's group - Kal C,688,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Kal Ward,Kal C,,0783668181,,06-07-2023
VHTs farmers group - Ayonkedi A,689,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Atangwata,Ayonkedi A,,0781187002,,07-07-2023
St. Lude foundation farmers group - Amokowang,690,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Apobo,Amokowang,,0771827456,,07-07-2023
Bed Ki Gen farmers group - Otek,691,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Otek,Otek,,0778447054,,07-07-2023
Obanga Twero farming group - Odokomit West,692,Lukee-Kotomor PDM SACCO,Agago,Kotomor,Lukee,Odokomit West,,0760929923,,07-07-2023
CLEAR VIEW YOUTH GROUP - AYOMCWING,693,APWOR - PURANGA PDM SACCO,Pader,Puranga,Oret,AYOMCWING,,0789485290,,07-07-2023
Den idwogo farmers grouyp - Aweidwali,694,OGOWIE-IGWATA GCS LTD,Alebtong,Omoro,Omarari,Aweidwali,,0788152211,,07-07-2023
Lobo wire farmers group - Lalango,695,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Kal,Lalango,,0786592903,,07-07-2023
Tela ber adak farmers group - Adak,696,Omot Farmers Cooperative Society ltd,Agago,Omot,Atece,Adak,,0777792181,,07-07-2023
Mii romi Vsla group - Amatiburu,697,Omot Farmers Cooperative Society ltd,Agago,Omot,Atece,Amatiburu,,0786994053,,07-07-2023
Pok arom Vsla group - Atece  A,698,Omot Farmers Cooperative Society ltd,Agago,Omot,Atece,Atece  A,,0762556018,,07-07-2023
Gum yore pol mix farmers group - Tegweng,699,Omot Farmers Cooperative Society ltd,Agago,Omot,Barima,Tegweng,,0771173211,,07-07-2023
Kony paco Farmers Group - Biwang,700,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pacer,Biwang,,0779413462,,07-07-2023
Bed ki gen young women's group - Atula Central,701,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Atula Central,,0762924182,,08-07-2023
Kuri ibal women group - Okol,702,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Okol,,0789174847,,08-07-2023
Pit Tek Farmers Group - Alepo A,703,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Alepo A,,0777377769,,08-07-2023
Konya ki Pit Farmers Group - Monyero,704,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Monyero,,0778083403,,08-07-2023
Kok Can ikeri Farmers Group - Amugu,705,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Amugu,,0775076058,,08-07-2023
Lok kwo Farmers Group - Amugu B,706,Laminocwida-Puranga PDM SACCO LTD,Pader,Laguti,Laminocwida,Amugu B,,0777901023,,08-07-2023
Pur Ber Farmers Group - Wigweng,707,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Wigweng,,0779006481,,08-07-2023
Acan pe kun farmers group - Arum,708,ALULA-OLILIM PDM SACCO LTD,Otuke,Olilim,Alula,Arum,,0782673695,,08-07-2023
Nen Anyim Women's group - Akokowoo,709,ALULA-OLILIM PDM SACCO LTD,Otuke,Olilim,Alula,Akokowoo,,0763010902,,08-07-2023
Dii Cwinyi ican women's group - Agweng,710,ALULA-OLILIM PDM SACCO LTD,Otuke,Olilim,Alula,Agweng,,0764728540,,08-07-2023
Apit pe nino Mother's group - Adagani,711,ALULA-OLILIM PDM SACCO LTD,Otuke,Olilim,Alula,Adagani,,0772868211,,08-07-2023
Kok Can ikeri Women's Group - Awaka,712,ALULA-OLILIM PDM SACCO LTD,Otuke,Olilim,Alula,Awaka,,0785476028,,08-07-2023
Obangatwero farmer's Group - Burlela,713,ALULA-OLILIM PDM SACCO LTD,Otuke,Olilim,Alula,Burlela,,0761653705,,08-07-2023
Bed ican mot farmer's group - Awaka,714,ALULA-OLILIM PDM SACCO LTD,Otuke,Olilim,Alula,Awaka,,0774803832,,08-07-2023
God the provider mixed farmers group - Atece B,715,Omot Farmers Cooperative Society ltd,Agago,Omot,Atece,Atece B,,0770994421,,08-07-2023
Action for youth challenge - Okwaloamara,716,Omot Farmers Cooperative Society ltd,Agago,Omot,Atece,Okwaloamara,,0787360737,,08-07-2023
Anyim lac women's group - Alongotek,717,Omot Farmers Cooperative Society ltd,Agago,Omot,Barima,Alongotek,,0770908691,,08-07-2023
Ber ipacu women's group - Oyiroamyel,718,OLWORNGU PDM SACCO,Otuke,Okwang,Olworngu,Oyiroamyel,,0779791944,,08-07-2023
Rubanga Ber Farmer group - Obokolot,719,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Obokolot,,0780217110,,08-07-2023
Ribbe Aye Teko Farmer group - Obokolot,720,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Obokolot,,0785347774,,08-07-2023
Can opwonya Women's group - Oyiroamyel,721,OLWORNGU PDM SACCO,Otuke,Okwang,Olworngu,Oyiroamyel,,0782517001,,08-07-2023
KWO YELO ORPHAN GROUP - ONYEDE,722,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,ONYEDE,,0777717548,,09-07-2023
ONYEDE WARIB CING FARMERS GROUP - ONYEDE,723,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,onyede west,,0784889120,,09-07-2023
WANENO ANYIM FARMERS GROUP - ONYEDE B,724,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,onyede B,,0757768956,,09-07-2023
Kony wa ba farmers group - Arum,725,ALULA-OLILIM PDM SACCO LTD,Otuke,Olilim,Alula,Arum,,0760103465,,09-07-2023
Waneno Mot farmers group - Laloo,726,Dano aye lonyo,Kitgum,Lalano,Balakwa,Laloo,,0778894727,,09-07-2023
Ket Can Itic farmers group - Adak,727,Dano aye lonyo,Kitgum,Lalano,Balakwa,Adak,,0771911917,,09-07-2023
Wic Oling farmers group - Ikor,728,Dano aye lonyo,Kitgum,Lalano,Balakwa,Ikor,,0770425395,,09-07-2023
Tii meri Vsla group - Barima,729,Omot Farmers Cooperative Society ltd,Agago,Omot,Barima,Barima,,0777503466,,09-07-2023
Tam pe gik women group - Ataparabar,730,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Ataparabar,,0789400212,,09-07-2023
Quality Honey Farmers Group - Ikor,731,Dano aye lonyo,Kitgum,Lalano,Balakwa,Ikor,,0770659748,,09-07-2023
Lapur Pe Tur Farmers Group - Balakwa,732,Dano aye lonyo,Kitgum,Lalano,Balakwa,Balakwa,,0787109777,,09-07-2023
Lacan Kwete Obob Farmers Group - Laloo East,733,Dano aye lonyo,Kitgum,Lalano,Balakwa,Laloo East,,0770514022,,09-07-2023
Ayee Rwot Farmers group - Adak,734,Dano aye lonyo,Kitgum,Lalano,Balakwa,Adak,,0777337257,,09-07-2023
Ayuulupur West Eldery Group - Ayuulupur West,735,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Ayuulupur West,,0779177362,,09-07-2023
Wii vsla group- Angur,736,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Abukamola,Angur,,0776850725,,09-07-2023
Nen Anyim mixed farmer group - Alongotek,737,Omot Farmers Cooperative Society ltd,Agago,Omot,Awonodwe,Alongotek,,0772526075,,09-07-2023
Cam Badi farmer group - Barima,738,Omot Farmers Cooperative Society ltd,Agago,Omot,Barima,Barima,,0786819423,,09-07-2023
Lacan makwo ki cinge farmers group - Ayuulupur West,739,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Ayuulupur West,,0782879084,,09-07-2023
Watii Ki didiki women's group - Ayuulupur West,740,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Ayuulupur West,,0782880090,,09-07-2023
Rubanga Twero youth group-Agora,741,Pader Shea butter cooperative,Pader,Pader,Kilak,Agora,,0761181254,,09-07-2023
Can Aye peko farmers group - Lwala,742,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,Lwala,,0781794708,,09-07-2023
Par Pi Anyim farmers group - Omuna,743,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,Omuna,,0781545002,,09-07-2023
Roc Pacu farmers group - Omuna,744,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,Omuna,,0762477728,,09-07-2023
Note en teko farmers group - Oumo,745,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Abukamola,Oumo,,0777596046,,10-07-2023
kica Arwot women's group - Barlako,746,ABONGOWER PDM SACCO,Otuke,Okwang,Abongower,Barlako,,0773176830,,10-07-2023
Acan conne women's group - Anenoacut,747,OLWORNGU PDM SACCO,Otuke,Okwang,Olworngu,Anenoacut,,0785569904,,10-07-2023
Nen Anyim Development Association - Berimwolo,748,OGOWIE-IGWATA GCS LTD,Alebtong,Omoro,Baropiro,Berimwolo,,0788469622,,10-07-2023
Note en teko VSLA group - Alepo B,749,Laminocwida-Puranga PDM SACCO LTD,Pader,Puranga,Laminocwida,Alepo B,,0776617126,,10-07-2023
Noteber farmers group - Alemu,750,ANEPKIDE-OLILIM PDM SACCO LTD,Otuke,Olilim,Anepkide,Alemu,,0777114250,,10-07-2023
Acwec amio women's group - Atula Central,751,Omot Farmers Cooperative Society ltd,Agago,Omot,Opari,Atula Central,,0773900864,,11-07-2023
Ioro link farmers group - Ioro,752,ALULA-OLILIM PDM SACCO LTD,Otuke,Olilim,Alula,Ioro,,0781204253,,11-07-2023
Yeny ki Kwok Farmers group - Onyede B,753,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,Onyede B,,0770556593,,11-07-2023
Walok kwo ki pur Farmers group - Lwala,754,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,Lwala,,0760152962,,11-07-2023
Wanen Anyim Farmers group - Onyede West,755,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,Onyede West,,0781616037,,11-07-2023
Onyede-Waribe farmers group - Onyede,756,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,Onyede,,0780848020,,11-07-2023
Atim ikoma farmers group - Kutangica,757,ATECE PDM SACCO LIMITED,Agago,Omot,Atece,Kutangica,,0777784086,,11-07-2023
Rowt amito farmers group - Kutangica,758,ATECE PDM SACCO LIMITED,Agago,Omot,Atece,Kutangica,,0786127349,,11-07-2023
Apit pe ool farmers group - Okaloamara,759,ATECE PDM SACCO LIMITED,Agago,Omot,Atece,Okaloamara,,0760363711,,11-07-2023
Owotu Kara acel mixed farmers group - Adak,760,ATECE PDM SACCO LIMITED,Agago,Omot,Atece,Adak,,0780662920,,11-07-2023
Cam kwoki farmers group - Adak,761,ATECE PDM SACCO LIMITED,Agago,Omot,Atece,Adak,,0789247800,,11-07-2023
Gum patpat mixed farmers group - Amatiburu,762,ATECE PDM SACCO LIMITED,Agago,Omot,Atece,Amatiburu,,0774559861,,11-07-2023
Nga Akonyi women group - Atece A,763,ATECE PDM SACCO LIMITED,Agago,Omot,Atece,Atece A,,0789033457,,11-07-2023
Apur pe tur farmers group - Atece A,764,ATECE PDM SACCO LIMITED,Agago,Omot,Atece,Atece A,,0770635314,,11-07-2023
Pur Ber Farmers Group - Aleri,765,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Aleri,,0779921184,,11-07-2023
Co kede kweri Farmers Group - Okwaloayita,766,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Okwaloayita,,0785633901,,11-07-2023
Acan dang dano farmers group - Itang,767,GOT OJWANG - OLILIM PDM SACCO,Otuke,Olilim,Gotojwang,Itang,,0787183665,,11-07-2023
Man Cinga youth Group - Lolor East,768,Dano aye lonyo,Kitgum,Lalano,Balakwa,Lalor West,,0771313351,,11-07-2023
Kun per women group - Oguda East,769,Adaa Cung Produce Dealers,Kitgum,Lagoro,Pawidi,Oguda East,,0783925771,,11-07-2023
Pur Ber Women's Group - Kal B,770,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Kal,Kal B,,0774790119,,12-07-2023
Kica Pa Rwot Ber Farmer's Group - Pamwa,771,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Kal,Pamwa,,0774960580,,12-07-2023
Opit kic farmer's Group - Pamwa,772,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Kal,Pamwa,,0760752253,,12-07-2023
Bed igen women's group - Kum,773,Angetta-Olilim PDM savings and Cooperatives LTD,Otuke,Olilim,Angetta,Kum,,0776591449,,12-07-2023
Can oleo farmers group - Baropiro,774,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Baropiro,Baropiro,,0764124420,,12-07-2023
Can mito note farmers group - Baropiro,775,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Baropiro,Baropiro,,0772725620,,12-07-2023
Acwec amio farmer's group - Abedober,776,ALELA-ARUM PDM SACCO LIMITED,Agago,Arum,Agelec,Abedober,,0761068242,,12-07-2023
Bed igen women's group - Baroceco,777,OLWORNGU PDM SACCO,Otuke,Okwang,Olworngu,Baroceco,,0775897028,,12-07-2023
Oribcing women's group - Okee,778,OLWORNGU PDM SACCO,Otuke,Okwang,Olworngu,Okee,,0784966956,,12-07-2023
Watim ango disable group - Tyer,779,Pader Shea butter cooperative,Pader,Pader,Tyer,Tyer,,0764551120,,12-07-2023
Lutwo Tute farmers group - Akemokoch,780,Pader Shea butter cooperative,Pader,Pader,Tyer,Akemokoch,,0786241749,,12-07-2023
Waroco Kwo farmers group Yaa pa Acoro,781,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Lagura,yaa pa Acoro,,0776829704,,12-07-2023
Waroco Kwo farmers group Yaa pa Acoro,782,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Lagura,yaa pa Acoro,,0776829704,,12-07-2023
Waroco Kwo farmers group Yaa pa Acoro,783,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Lagura,yaa pa Acoro,,0776829704,,12-07-2023
Waroco Kwo farmers group Yaa pa Acoro,784,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Lagura,yaa pa Acoro,,0776829704,,12-07-2023
Waroco Kwo farmers group Yaa pa Acoro,785,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Lagura,yaa pa Acoro,,0776829704,,12-07-2023
Waroco Kwo farmers group Yaa pa Acoro,786,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Lagura,yaa pa Acoro,,0776829704,,12-07-2023
Limaro VSLA group Yaa pa Acoro,787,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Lagura,yaa pa Acoro,,0775592950,,12-07-2023
lacan Tute VSLA and LSV Yaa pa Acoro,788,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Lagura,yaa pa Acoro,,0775320500,,12-07-2023
Ribber Aye Teko VSLA- katum Village,789,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Lagura,Katum,,0761332441,,12-07-2023
Bed iworo women's group - Baroceco,790,OLWORNGU PDM SACCO,Otuke,Okwang,Olworngu,Baroceco,,0782667550,,12-07-2023
Rwot amio women's group - Alunya,791,Angetta-Olilim PDM savings and Cooperatives LTD,Otuke,Olilim,Angetta,Alunya,,0764918378,,12-07-2023
Dicwinyi VSLA Labworoyeng,792,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Lagura,Labworoyeng,,0771971069,,12-07-2023
Aniang icen farmers group - Okere,793,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Okere,,0777776436,,13-07-2023
Kuc ber idwogo farmers group - Okere,794,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Okere,,0772683712,,13-07-2023
Obangatwero Agribusiness farmer's Group - Amukaluga,795,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Amukaluga,,0775019920,,13-07-2023
Can dag wackom farmer's Group - Okere,796,OKERE PARISH PDM SACCO,Otuke,Adwari,Okere,Okere,,0760291969,,13-07-2023
Kisa arwot vsla group - Abila,797,ANEPKIDE-OLILIM PDM SACCO LTD,Otuke,Olilim,Angetta,Abila,,0787765476,,13-07-2023
Obangaber farmer's group - Abila,798,ANEPKIDE-OLILIM PDM SACCO LTD,Otuke,Olilim,Angetta,Abila,,0778655932,,13-07-2023
anga konyi vsla and farmers group - Lapwomo,799,Agago District Farmers Association,Agago,Parabongo,Pacer,Lapwomo,,0789195349,,13-07-2023
\wanen Anyim VSLA group - Gwengajut,800,Dano aye lonyo,Kitgum,Labongo-Layamo,Pagen,Gwengajut,,0781723608,,13-07-2023
Gang ber ki woro pagen east,801,Dano aye lonyo,Kitgum,Labongo-Layamo,Pagen,Pagen East,,0781957862,,13-07-2023
Gang ber ki woro pagen east,802,Dano aye lonyo,Kitgum,Labongo-Layamo,Pagen,Pagen East,,0781957862,,13-07-2023
Mak tic VSLA paibwor Central,803,Dano aye lonyo,Kitgum,Labongo-Layamo,Paibwor,Paibwor Central,,0762480031,,13-07-2023
Mak tic VSLA paibwor Central,804,Dano aye lonyo,Kitgum,Labongo-Layamo,Paibwor,Paibwor Central,,0762480031,,13-07-2023
Mak tic VSLA paibwor Central,805,Dano aye lonyo,Kitgum,Labongo-Layamo,Paibwor,Paibwor Central,,0762480031,,13-07-2023
Pi ber obanga vsla group - Alebelebe,806,ABUKAMOLA PDM SACCO LTD,Alebtong,Omoro,Oculokori,Alebelebe,,0776081263,,14-07-2023
MA ICELO WOMEN GROUP - BarongerA,807,APWOR - PURANGA PDM SACCO,Pader,Puranga,Laminajiko,BarongerA,,0780450721,,14-07-2023
